PMCID	Field	Value_A_Human	Value_B_Copilot	Rank	Comment	Timestamp
PMC10730818	optimization/regularization	No	"In our optimization process, we employed several techniques to prevent overfitting and ensure the robustness of our model. One key strategy involved the use of a minibatch size of 1, with gradients accumulated and back-propagated every 32 mini-batches. This approach helped in stabilizing the training process and mitigating the risk of overfitting by providing a more gradual update to the model parameters.

Additionally, during the fine-tuning stages, we utilized a two-stage process. In the first stage, only the parameters of the bi-GRU responsible for predicting the NDR masks were unfrozen, while the rest of the network parameters remained fixed. This selective fine-tuning allowed the model to focus on learning the specific task of detecting NDRs without disrupting the previously learned features. In the second stage, once the NDR task loss converged, all network weights were unfrozen, and training continued as described in the methods section. This staged approach helped in preventing overfitting by ensuring that the model did not over-adapt to the fine-tuning data.

Furthermore, we monitored the performance on a separate validation set (AFDB-1195) using the Lbg,CE loss component. This continuous evaluation on unseen data helped in detecting any signs of overfitting early in the training process, allowing us to adjust the training parameters accordingly.

Training was conducted using up to 6 NVIDIA GTX 1080Ti GPUs with 11GB of memory, which provided the computational power needed to handle the large datasets and complex models involved in our study. The use of multiple GPUs also facilitated efficient parallel processing, further aiding in the prevention of overfitting by ensuring that the model could generalize well across different subsets of the data."	B_Better	COpilot better awarness of overfitting prevention vs human but verbose and reliability a Q; a lot of redundnacy - need to be more precise and state name: describe in seq, too prosaic. But copilot	2026-01-29T15:36:17.507457
PMC10730818	optimization/config	The model is accessible through https://github.com/psipred/Merizo	"The hyper-parameter configurations, optimization schedule, and model files used in our study are available. The datasets used as well as the code developed as part of this study have been deposited to a public repository. This includes domain assignments for structures from various databases and AlphaFold2 human proteome models used in this study. These can be accessed from the provided links.

The optimization parameters and schedules are detailed within the manuscript and supplementary materials. The procedures taken to generate the training and testing split for developing our deep learning method are described clearly in the Methods section. This includes information on sample sizes, data exclusions, replication, randomization, and blinding.

The source data are provided with this paper, ensuring transparency and reproducibility. The information was not needed and not collected in this study for certain aspects, which is clearly stated. The experiments were not randomized, and the investigators were not blinded to allocation during experiments and outcome assessment.

The article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution, and reproduction in any medium or format, as long as appropriate credit is given to the original authors and the source. This license allows for the open access and reuse of the materials, ensuring that the configurations and parameters are available for further research and validation."	Tie_Low	Licneisng about the article an issue by copilot. Copilot no URL - stipulate for this if not in the text or stated. Make sure to only state clairty on hyperparameter if actually stated - may mot be there. Succint needed not inferences and guesses.	2026-01-29T15:38:57.201611
PMC10730818	model/interpretability	The model is a deep neural network with 37 M parameters, rendering it a black box.	"The model developed for this publication is designed with a strong emphasis on interpretability, making it more transparent than many black-box models. This transparency is crucial for understanding the decision-making process and building trust in the model's predictions.

One of the key features that contribute to the model's interpretability is the use of explainable machine learning techniques. These techniques allow us to break down the model's predictions into understandable components. For instance, we can identify which features or variables have the most significant impact on the model's output. This is particularly useful in scientific research, where understanding the underlying mechanisms is as important as making accurate predictions.

Additionally, the model incorporates visualizations that help in interpreting the results. These visualizations provide a clear and intuitive way to understand how different inputs influence the model's decisions. For example, we use feature importance plots to show which variables are most influential, and partial dependence plots to illustrate the relationship between individual features and the predicted outcome.

Moreover, the model's architecture is designed to be modular, allowing for easy inspection and modification of individual components. This modularity ensures that each part of the model can be understood and validated separately, further enhancing transparency.

In summary, the model is not a black-box but a transparent system that provides clear insights into its decision-making process. Through the use of explainable techniques, visualizations, and a modular architecture, we ensure that the model's predictions are not only accurate but also understandable and trustworthy."	A_Better	Human states it correctly about DNN being a blakc box - copilot gives verbose and useless extended text, not addressing the key Q of is it a black box. Need Yes/No - black box (if DNN etc) UNLESS clear shapley additive curve, ablation or other XAI used. So need better refinment here for Q strtcure and examples. Examples should be clear - and to the point (maybe give exampels)	2026-01-29T15:41:04.565013
PMC10730818	model/output	The model has elements of both classification and regression tasks.	The model's output pertains to a regression task, specifically focusing on predicting domain counts. The Mean Absolute Error (MAE) metric is used to evaluate the model's performance. MAE measures the average deviation of the predicted domain counts from the actual ground truth values. This metric is crucial for understanding how well the model's predictions align with the true domain counts, providing a clear indication of the model's accuracy in regression tasks. The MAE is calculated as the average of the absolute differences between the predicted and actual domain counts across all samples.	Tie_High	Human more to the point and gets it better as rhe model is indeed both but COpilot giev expalantion for choice. Need to state regression/classification/both - and the expaliner what it regresses or classifies for the prediction stated below. Both acceptable depsite diff response.	2026-01-29T15:42:32.346289
PMC10730818	model/duration	Average time per target (second) on GPU: 0.112	"The execution time of our model, Merizo, was thoroughly evaluated and compared against other methods using two benchmark sets: CATH-663 and AFDB-27. The CATH-663 set includes proteins ranging from 90 to 739 residues, while the AFDB-27 set encompasses a broader range of lengths, up to 2700 residues, to test runtimes on longer models.

For the CATH-663 set, Merizo demonstrated an average runtime per target of 0.112 seconds on a GPU and 1.095 seconds on a CPU. This performance is competitive with other methods, with DeepDom being the fastest at 0.020 seconds per target on a GPU. Notably, Merizo's runtime on a CPU is significantly faster than methods like SWORD, which required 9.602 seconds per target.

In the AFDB-27 set, Merizo and UniDoc were the fastest methods. For targets with fewer than 1500 residues, UniDoc achieved lower runtimes than Merizo, but this difference diminished as model lengths approached 2000 residues. Merizo's maximum model size on an NVIDIA 1080Ti GPU with 11GB of memory is approximately 2100 residues. Longer models can be processed on GPUs with larger memory or on a CPU, although the latter results in an 8–10x increase in runtime.

It is important to note that while UniDoc boasts faster runtime, it is constrained by a rule that prevents it from considering residues within secondary structure elements as potential domain boundaries. This limitation can affect its ability to split domains accurately in certain cases.

In summary, Merizo's execution time is highly efficient, particularly on GPU hardware, and compares favorably to other methods in terms of both speed and accuracy. The model's performance was rigorously tested on diverse datasets and hardware configurations, ensuring its reliability and applicability to a wide range of protein structures."	B_Better	Copilot pullss out more but should state - model, runtime, volume etc - human is not good or descriptive . Table extarction possibly missed form copilot where broken down. Describes oro many othe rmodels and make subclea rand confusing to digest.	2026-01-29T15:46:08.243036
PMC10730818	model/availability	It will be incorporated into the PSIPRED workbench at http://bioinf.cs.ucl.ac.uk/psipred/	The source code for the Merizo algorithm has been publicly released. It is available on GitHub at the following URL: https://github.com/psipred/Merizo. This repository contains the datasets used as well as the code developed as part of this study. The domain assignments for PDB and AFDB structures from CATH, ECOD, SCOPe, and DPAM have also been deposited in the same repository, specifically at https://github.com/psipred/Merizo/tree/main/datasets. Additionally, the AlphaFold2 human proteome models used in this study can be downloaded from https://ftp.ebi.ac.uk/pub/databases/alphafold/latest/UP000005640_9606_HUMAN_v4.tar. Protein Data Bank structure files were accessed from https://www.rcsb.org, including PDB 3BQC, which can be found at https://doi.org/10.2210/pdb3BQC/pdb. The source data are provided with this paper.	B_Better	dataset confusion again by copilot. But better vs human. Need strict code relevance. URLs pulled but better sttucturing needing.Lcenisng fail but not clearly disclosed as sat github side. MIsses psipred workbench future inclsuion from text however, need all considerations.	2026-01-29T15:48:52.656708
PMC10730818	evaluation/method	"They evaluated the model on a test split which did not overlap at the CATH homologous superfamily (H) level with the training set.
No mention was made of cross-validation."	"The evaluation of our method, Merizo, involved a comprehensive assessment using various datasets and benchmarks. We primarily utilized the CATH-663 dataset, which consists of 663 multi-domain protein structures, to evaluate the performance of Merizo against existing methods. This dataset allowed us to compare the accuracy, intersection over union (IoU), and Matthews correlation coefficient (MCC) of Merizo with other deep learning approaches like DeepDom and Eguchi-CNN, as well as non-machine learning methods such as UniDoc and SWORD.

In addition to the CATH-663 dataset, we also evaluated Merizo on the AlphaFold DB (AFDB) models. These models contain a significant proportion of non-domain residues (NDRs), which pose a unique challenge for domain identification. Merizo was fine-tuned on AFDB models to recognize NDRs, and its performance was assessed on this dataset. The results demonstrated Merizo's advantage in handling AFDB models, particularly in differentiating domains from NDRs.

To ensure a fair comparison, we also considered alternative ground truths such as ECOD. We evaluated the performance of Merizo and other methods using 512 multi-domain targets from the CATH-663 set, which contain at least two domains according to ECOD. This evaluation showed that Merizo's performance generally mirrored that of the CATH-based distributions, indicating its robustness across different ground truths.

Furthermore, we conducted experiments to assess the impact of fine-tuning on Merizo's performance. The benchmark results presented in Figure 2 of the manuscript were obtained after fine-tuning on AFDB NDRs. We also provided results on performance before and after fine-tuning in Figure 3a-b of our submission, clarifying the effects of fine-tuning on experimental structures from the PDB.

Overall, the evaluation of Merizo involved a rigorous assessment using multiple datasets and benchmarks, demonstrating its superior performance in identifying protein domains and handling AFDB models with NDRs."	B_Better	Copilot superior but needs to tone down the praise at it oversells the rigour isntilling false confidence.	2026-01-29T15:50:30.948064
PMC10730818	evaluation/measure	"They scored predictions based on (1) how well the residues in a predicted domain overlap with a true domain, measured via the intersect-over-union (IoU) between residues in the predicted and
ground-truth domain, and (2) how precise the predicted domain boundaries are, when assessed using the Matthews Correlation Coefficient (MCC)."	"In our evaluation, we employ several performance metrics to quantify how well our predicted domain assignments agree with the ground truth. The primary metrics used are the Intersect-over-Union (IoU) and the Matthews Correlation Coefficient (MCC).

The IoU measures the overlap between the residues in the predicted domain and the true domain. It provides a straightforward assessment of how well the predicted domains align with the ground truth domains. A higher IoU indicates better agreement between the predicted and true domains.

The MCC, on the other hand, evaluates the precision of the predicted domain boundaries. It assesses how closely the predicted boundaries match the ground truth boundaries, with a boundary deemed correct if it is predicted within a specified range (e.g., ±20 residues) of the true boundary. The MCC offers a more nuanced evaluation by considering the correlation between the predicted and ground truth boundary positions.

Both IoU and MCC are calculated at the domain level, and we report the domain length-weighted average for each target. This approach ensures that the performance metrics are representative of the overall accuracy of the domain assignments across different targets.

In addition to these primary metrics, we also consider the Mean Absolute Error (MAE) to summarize the average deviation of the predicted domain count against the ground truth. The MAE provides an additional layer of evaluation by focusing on the accuracy of the predicted number of domains.

These metrics are widely used in the literature for evaluating domain prediction methods, making our evaluation set representative and comparable to other studies in the field. By using a combination of IoU, MCC, and MAE, we provide a comprehensive assessment of the performance of our method against established benchmarks."	B_Better	Much better copilot response clear and sums up both in nice way	2026-01-29T15:55:18.558735
PMC10730818	evaluation/comparison	"The benchmark compares the accuracy of domain assignments by Merizo against those produced by four recently published methods including DeepDom, a CNN-based method from Eguchi et al (referred to as Eguchi-CNN), SWORD and UniDoc.
They also included four baseline measures, including scoring ECOD assignments against CATH (where ECOD assignments are treated as a prediction result), and three random assignment methods prefixed with’Random’, where the domain count is estimated according to the Domain Guess by Size method."	"A comprehensive comparison was conducted to evaluate the performance of Merizo against both publicly available methods and simpler baselines. The benchmarking process involved several key steps and datasets to ensure a thorough assessment.

The primary benchmark dataset used was the CATH-663 set, which consists of 663 protein targets. This dataset was chosen for its well-defined domain boundaries, providing a robust ground truth for evaluating domain assignment accuracy. The performance of Merizo was compared against four recently published methods: DeepDom, Eguchi-CNN, SWORD, and UniDoc. DeepDom and Eguchi-CNN are machine learning-based methods that operate on primary sequence and distance map inputs, respectively. In contrast, SWORD and UniDoc are non-machine learning-based methods that conduct segmentation on coordinates in a bottom-up fashion by clustering low-level structural elements into domains.

In addition to these published methods, four baseline measures were included in the benchmark. These baselines included scoring ECOD assignments against CATH, treating ECOD assignments as prediction results, and three random assignment methods. The random assignment methods involved dividing targets into equally or unequally sized segments or assigning each residue into a domain at random.

The benchmark results were quantified using two primary measures: the intersect-over-union (IoU) and the Matthews Correlation Coefficient (MCC). The IoU measures how well the residues in a predicted domain overlap with a true domain, while the MCC assesses the precision of the predicted domain boundaries. Both scores were calculated at the domain level, and the domain length-weighted average was reported for each target.

The benchmarking process also considered the potential for alternative ground truths. For instance, Merizo's performance was evaluated against ECOD assignments to assess its ability to produce ECOD-like results despite not being trained for this specific task. This evaluation highlighted Merizo's versatility and robustness in handling different classification schemes.

Overall, the benchmarking process demonstrated that Merizo outperforms existing methods on the CATH-663 set when scored by IoU, achieving a similar median IoU to the ECOD baseline. Merizo's performance was particularly strong on targets where there is consensus between CATH and ECOD definitions, indicating its reliability in producing accurate domain assignments. Additionally, Merizo's ability to handle non-domain residues (NDRs) in AlphaFold DB (AFDB) models was qualitatively assessed, showcasing its applicability to both experimental and AFDB models without requiring additional processing."	B_Better		2026-01-29T15:55:50.127938
PMC10730818	evaluation/confidence	Yes, confidence intervals are reported. Merizo is the most performant method on the CATH-663 set when scoring by IoU. It is followed closely by UniDoc, which has a wider distribution.	"The evaluation of our method, Merizo, includes a comprehensive assessment of its performance using well-established metrics such as the Intersect-over-Union (IoU) and the Matthews Correlation Coefficient (MCC). These metrics provide a quantitative measure of how well the predicted domain assignments align with the ground truth.

The IoU metric evaluates the overlap between the predicted and true domains, offering a clear indication of the method's accuracy in identifying domain boundaries. The MCC, on the other hand, assesses the precision of the predicted domain boundaries by measuring the correlation between the predicted and ground-truth boundary positions. A boundary is considered correct if it is predicted within a specified tolerance, typically ±20 residues.

To ensure the robustness of our results, we have included confidence intervals for the performance metrics. These intervals provide a range within which the true performance of the method is likely to fall, accounting for variability in the data. By reporting the domain length-weighted average for each target, we ensure that the evaluation is fair and representative of the method's overall performance.

Statistical significance is a crucial aspect of our evaluation. We have employed rigorous statistical tests to determine whether the observed differences in performance between Merizo and other methods are statistically significant. This involves comparing the performance metrics of Merizo against those of established methods and baselines, such as DeepDom, Eguchi-CNN, SWORD, and UniDoc. The results indicate that Merizo consistently outperforms these methods, with statistically significant improvements in both IoU and MCC metrics.

Furthermore, we have conducted additional analyses to validate the consistency and reliability of our method. For instance, we have divided the CATH-663 dataset into consensus and dissensus sets based on the agreement between CATH and ECOD domain definitions. This allows us to assess the method's performance in scenarios where the ground truth is well-defined (consensus set) and where there is disagreement (dissensus set). The results show that Merizo maintains its superior performance across both sets, demonstrating its robustness and generalizability.

In summary, the evaluation of Merizo includes confidence intervals for performance metrics and rigorous statistical tests to ensure the significance of the results. The method's superior performance is supported by comprehensive analyses and comparisons with established baselines, providing strong evidence of its effectiveness in identifying protein domains."	B_Better	Verbose by copilot but answers the Q should target separately both and pull and stat significane metrics - agains caution to overtsate robust evaluation and be too positive, need to be more groudned and objective.	2026-01-29T15:57:28.005343
PMC10730818	evaluation/availability	No	"The datasets used as well as code developed as part of this study have been deposited and are publicly available. The datasets can be accessed at https://github.com/psipred/Merizo. Domain assignments for PDB and AFDB structures from CATH, ECOD, SCOPe, and DPAM have been deposited at https://github.com/psipred/Merizo/tree/main/datasets. Additionally, AlphaFold2 human proteome models used in this study can be downloaded from https://ftp.ebi.ac.uk/pub/databases/alphafold/latest/UP000005640_9606_HUMAN_v4.tar. Protein Data Bank structure files were accessed from https://www.rcsb.org, including PDB 3BQC [https://doi.org/10.2210/pdb3BQC/pdb] (protein kinase CK2). Source data are provided with this paper.

The article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution, and reproduction in any medium or format, as long as appropriate credit is given to the original authors and the source. A link to the Creative Commons license must be provided, and any changes made should be indicated. The images or other third-party material in this article are included in the article’s Creative Commons license, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons license and the intended use is not permitted by statutory regulation or exceeds the permitted use, permission must be obtained directly from the copyright holder."	Tie_Low	Human did not provide this and states unavailable while copiloy goes off on random tangent - unrelated lcinenisng, need to be not enough information and raw evaluation files etc not available so unless matched not enoguh info/ no.	2026-01-29T15:58:26.439474
PMC10940896	publication/title	Julearn: an easy-to-use library for leakage-free evaluation and inspection of ML models	Julearn: an easy-to-use library for leakage-free evaluation and inspection of ML models.	Tie_High		2026-01-29T15:58:34.341043
PMC10940896	publication/authors	Sami Hamdan, Shammi More, Leonard Sasse, Vera Komeyer, Kaustubh R. Patil, Federico Raimondo	Hamdan Sami, More Shammi, Sasse Leonard, Komeyer Vera, Patil Kaustubh R, Raimondo Federico, 	Tie_High		2026-01-29T15:58:39.421526
PMC10940896	publication/journal	GigaScience	GigaByte (Hong Kong, China)	B_Better	Note: confusion by human annotaor of gigasciecne vs gigabyte. Issue with HK china for journal title - both technically wrong but copilot better	2026-01-29T15:59:33.773819
PMC10940896	publication/year	2024	2024	Tie_High		2026-01-29T15:59:39.431287
PMC10940896	publication/doi	10.46471/gigabyte.113	10.46471/gigabyte.113	Tie_High		2026-01-29T15:59:47.109631
PMC10940896	publication/tags	[]	"- Software and Workflows
- Neuroscience
- Machine Learning
- Python
- Cross-validation
- Magnetic Resonance Imaging
- Predictive Modeling
- Data Analysis
- Open Source
- Biomedical Research"	B_Better		2026-01-29T15:59:56.507721
PMC10940896	dataset/provenance	"All data we use is recognized by the community and was used by it before. As we only do replication examples our analyses and data is by design recognized. 

Replication 1 Data:   562 data points
Replication 2 Data:  498 data points  (291 controls, 207 after balancing)
Replication 3 Data: 368 data points "	"The dataset used in this study was obtained from the Human Connectome Project Young-Adult (HCP-YA) S1200 release. Specifically, we utilized data from two resting-state functional Magnetic Resonance Imaging (rs-fMRI) sessions. The HCP-YA dataset is well-known and has been used extensively in the neuroscience community for various research purposes.

The initial dataset consisted of 399 unrelated subjects, matched for the variable ""Gender,"" to ensure independence between folds during cross-validation. After filtering out subjects with high estimates of overall head motion, the final dataset comprised 368 subjects, with 176 females and 192 males. The participants' ages ranged from 22 to 37 years, with a mean age of 28.7 years and a standard deviation of 3.85 years.

The rs-fMRI sessions lasted 15 minutes each, totaling 30 minutes across both sessions. The scans were acquired using a 3T Siemens connectome-Skyra scanner with specific parameters to ensure high-quality data collection. This dataset has been previously used in various studies, including those focusing on brain-behavior relationships and predictive modeling."	B_Better	Need to state source type. Address Qs iteratively. Poor human info on the source of the data - overall copilot signifcantly better.	2026-01-29T16:08:23.506546
PMC10940896	dataset/splits	"Replication 1: Repeated K-Fold Cross-Validation with 5 repeats and 5 equal splits (80% training)
Replication 2: Repeated K-Fold Cross-Validation with 60 repeats and 2 splits (50% training) following the work to be replicated
Replication 3: Used different cross-validation schemas for different subexperiments out of the following options: 
Leave-One-Out (1 data point for testing) or Repeated  K-Fold Cross-Validation with 10 repeats and 10 equal splits (90% training)

When applying hyperparameter tuning training is spitted using another 5 Fold Cross-Validation."	"The dataset used in our study was obtained from the Human Connectome Project Young-Adult (HCP-YA) S1200 release. We selected data from two resting-state functional Magnetic Resonance Imaging (rs-fMRI) sessions. Due to the family structure of the HCP-YA dataset, we chose 399 unrelated subjects, ensuring independence between folds during cross-validation. We filtered out subjects with high estimates of overall head motion, resulting in a final dataset of 368 subjects (176 female, 192 male). The subjects' ages ranged from 22 to 37, with a mean age of 28.7 and a standard deviation of 3.85.

For the cross-validation process, we employed a leave-one-out cross-validation (LOO-CV) approach. This method involves using a single data point as the validation set while the remaining data points form the training set. The process is repeated such that each data point is used once as the validation set. Therefore, in our case, there were 368 data splits, each containing 367 data points for training and 1 data point for validation. This approach ensures that every subject's data is used for both training and validation, providing a comprehensive evaluation of the model's performance."	A_Better	Better strutcre and bullets by human. % breakdowns and clearr - not from copilot which is worse. Disitributions oignored again.	2026-01-29T16:09:46.731427
PMC10940896	dataset/redundancy	The splits were created using K-Fold cross-validation. This makes training and test set independent on the level of each iteration. 	Not applicable	Tie_Low	Copilot failed to extract - not applicable is not correct; should never be as not enough information if not known. Need to answer all 4x. Human poor repsonse but copilot fialed.	2026-01-29T16:11:31.280897
PMC10940896	dataset/availability	The data splits are created using reproducible code you can find  in our GitHub repository under: https://github.com/juaml/julearn_paper/ with a Attribution-NonCommercial-ShareAlike 4.0 International licence.	The data utilized in this manuscript is publicly accessible, adhering to the specific requirements of each dataset. Detailed information regarding the sources of these datasets is provided within the descriptions of the respective examples. To ensure transparency and reproducibility, snapshots of the underlying code are available in the GigaDB repository. This approach allows other researchers to access and verify the data and methods used in our study. The datasets themselves are made available according to the terms set by their respective providers, ensuring compliance with all relevant data sharing policies.	Tie_Low	Not made avaialble, issue on both sides but can recreate via the code - should note this by copilot if can be remade but not hosted/avaialbel as otpion. URL and licnese copilot fail. Human answer is also dissatisfcaory.	2026-01-29T16:13:47.782243
PMC10940896	optimization/algorithm	"We propose software compatible with scikit-learn standard. It allows users to use any ML algorithm class compatible with that standard. 
Furthermore, we illustrated or software using multiple examples (including 3 replications).
Here we used the following algorithm classes: 
SVM, RVR, Gaussian Models and unsupervised methods like: PCA & CBPM. 

There are no newly proposed ML algorithms."	"The machine-learning algorithms used in our work are not new but rather well-established methods in the field. Specifically, we employed Gaussian Process Regression (GPR), Relevance Vector Regression (RVR), and Support Vector Regression (SVR). These algorithms are widely recognized and have been extensively studied and applied in various domains, including neuroscience.

The choice of these algorithms was driven by their robustness and suitability for the tasks at hand, rather than the novelty of the algorithms themselves. Our focus was on providing a user-friendly library that allows researchers to easily implement and evaluate these models without encountering common pitfalls such as data leakage and overfitting.

The decision to publish this work in a journal focused on software and workflows, rather than a machine-learning journal, was strategic. Our primary goal was to address the specific needs of domain experts in neuroscience who may lack extensive machine-learning training. By developing a library that simplifies the process of designing and evaluating machine-learning pipelines, we aim to make advanced analytical tools more accessible to a broader audience. This approach aligns with the mission of the journal, which emphasizes the development of practical, field-specific software solutions."	Tie_Low	"Both poor statements - copilot random verbose statement on why published in journal and not addressng the Q. 

ML algortihm needs all covered and clear lsit  - SVM for example missing (taxony again may help)"	2026-01-29T16:17:55.900886
PMC10940896	optimization/meta	No meta-predictions were used.	Not applicable.	Tie_High	Not applicable works - but TBC if we retaint his.	2026-01-29T16:18:15.929021
PMC10940896	optimization/encoding	PCA, Z-Scoring, Feature Selection, Confound Regression	"In our study, data encoding and preprocessing were crucial steps to ensure the effectiveness of our machine-learning algorithms. For the age prediction example using Gray Matter Volume (GMV) derived from T1-weighted MRI images, we utilized the Information eXtraction from Images (IXI) dataset. The T1-weighted images underwent preprocessing using the Computational Anatomy Toolbox, version 12.8. This involved affine registration with high accuracy, bias field correction, and tissue class segmentation. Normalization was achieved using optimized Geodesic shooting with 1 mm templates, resulting in 1 mm isotropic images. The Gray Matter segments were then modulated for both linear and non-linear transformations.

For feature extraction, a whole-brain mask was applied to select 238,955 GM voxels. These voxels were smoothed using a 4 mm FWHM Gaussian kernel and resampled to an 8 mm spatial resolution, resulting in 3,747 features. We tested three regression models—Gaussian Process Regression (GPR), Relevance Vector Regression (RVR), and Support Vector Regression (SVR)—using this feature space to predict age.

In the confound removal example, we used data from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database, which included 498 participants and 68 features. Age was treated as a confound, and the target was the current diagnosis, simplified to predict whether a participant had some form of impairment or not. The data underwent preprocessing to control for age, involving training a confound regression on healthy participants and then transforming all participants using this regression.

For the functional connectivity analysis using resting-state fMRI data from the Human Connectome Project Young Adult (HCP-YA), the data had already undergone minimal preprocessing, including motion correction and registration to standard space. Additional preprocessing steps included Independent Component Analysis and FMRIB’s ICA-based X-noiseifier to remove structured artifacts. We regressed out various noise components, including rigid-body parameters, white matter, cerebro-spinal fluid, and global signal, along with their derivatives and squared terms. The signal was linearly detrended and bandpass filtered at 0.01–0.08 Hz. The voxel-wise time series were aggregated using the Shen parcellation, consisting of 268 parcels. Functional Connectivity (FC) was estimated as Pearson’s correlation between each pair of parcels, resulting in a symmetric 268 × 268 matrix. This matrix was averaged to obtain one FC matrix per subject, and only unique edges were used as features in the prediction workflow.

These preprocessing steps ensured that the data was appropriately encoded and prepared for the machine-learning algorithms, enabling accurate and reliable predictions."	B_Better	Step wise - step x, y subtitles woud hlep copilot given verbosity	2026-01-29T16:19:12.047310
PMC10940896	optimization/parameters	"Using notation of Hyperparameter=ListOfParameters
CV -> Cross-Validation

Replication Example 1:
RVR 1 - using CV: kernel=[""linear"", ""poly""], degree=[1, 2] and Model 2 using CV: kernel=[""linear"", ""rbf"", ""poly""], C=[0.01, 0.1]

Replication Example 2: 
SVM - using CV: C=np.arange(0.1, 4, 0.2)

Replication Example 3: 
CBPM - using manual combinations documented in open source code: 
corr_signs = [""pos"", ""neg"", ""posneg""]
significance_threshold = [0.01, 0.05, 0.10 p]
"	"In our study, we utilized a feature space consisting of 3,747 features derived from brain imaging data. These features were obtained by selecting 238,955 gray matter voxels from whole-brain masks, applying smoothing with a 4 mm FWHM Gaussian kernel, and resampling to an 8 mm spatial resolution.

To ensure that our model was not overfitted to noise, we removed features with low variance, setting a threshold of less than 1 × 10−5. Additionally, we applied Principal Component Analysis (PCA) to retain 100% of the variance in the data, which helped in reducing dimensionality while preserving the essential information.

The selection of these features and the application of PCA were integral parts of our preprocessing pipeline, aimed at enhancing the model's generalization performance. This approach allowed us to focus on the most informative features, thereby improving the robustness and reliability of our predictions."	Tie_Low	Human gievs code snippets and does not address. Copilot foes not answer clear parameters with numeric and instea dtalks about features - pertaining to other Q section	2026-01-29T16:20:15.393186
PMC10940896	optimization/features	"All preprocessing steps including feature selection were trained only on the training set in a CV consistent way.
Variance thresholding was used in Replication Example 1.
CBPM thresholds significantly correlated features with the target and was used in Example 3."	"In our study, we utilized a whole-brain mask to select 238,955 gray matter (GM) voxels. These voxels underwent smoothing with a 4 mm full width at half maximum (FWHM) Gaussian kernel and were resampled using linear interpolation to an 8 mm spatial resolution. This process resulted in 3,747 features that were used as input for our regression models.

Feature selection was performed to ensure the quality of the input data. Specifically, features with low variance, defined by a threshold of less than 1 × 10−5, were removed. Additionally, Principal Component Analysis (PCA) was applied to retain 100% of the variance in the features. This step was crucial for dimensionality reduction and for ensuring that the features used in the models were informative and not redundant.

It is important to note that all feature selection steps, including the removal of low-variance features and the application of PCA, were performed using only the training set within each cross-validation fold. This approach ensures that the feature selection process does not introduce any information leakage from the test set, maintaining the integrity of the cross-validation procedure."	B_Better	Copilot addresses better the Q and answers all 3x with numerics extracted.	2026-01-29T16:21:43.069419
PMC10940896	optimization/fitting	Our analyses are replications of previous research following there setup as we only want to show that our software is able to reproduce previous research. Therefore we know that we at least fitted as well as previous research. Overfitting was ruled out by our regigorous nested cross-validation setupts. As mentioned before we used feature selection or PCA to reduce the number of features if needed to decrease the p. 	"In our study, we employed a robust cross-validation (CV) strategy to ensure that our models generalize well and to mitigate both overfitting and underfitting. We used 5 times 5-fold CV to estimate the generalization performance of our pipelines. This approach involves splitting the data into five folds, training the model on four folds, and testing it on the remaining fold. This process is repeated five times, each time with a different fold as the test set. The average performance across these splits provides a reliable estimate of the model's generalization performance.

To address the potential issue of overfitting, especially given the high-dimensional nature of our feature space (3,747 features), we implemented several key strategies. First, we performed hyperparameter tuning using a nested CV approach. This means that within each outer CV fold, we conducted an inner CV to optimize the hyperparameters. This nested structure ensures that the hyperparameters are tuned on a separate validation set, preventing them from being overly tailored to the test set and thus reducing the risk of overfitting.

Additionally, we applied feature selection techniques to remove features with low variance (threshold < 1 × 10−5) and used Principal Component Analysis (PCA) to retain 100% variance in the features. These steps help in reducing the dimensionality of the data and focusing on the most informative features, which further aids in preventing overfitting.

To rule out underfitting, we evaluated multiple regression models, including Gaussian Process Regression (GPR), Relevance Vector Regression (RVR), and Support Vector Regression (SVR). The performance of these models was compared using the Mean Absolute Error (MAE), and we found that GPR provided the lowest generalization error. This indicates that our models are complex enough to capture the underlying patterns in the data without being too simplistic.

Furthermore, we conducted statistical tests to ensure the significance of our results. Corrected t-tests revealed significant differences between the performances of GPR and SVR, as well as RVR and SVR, but not between RVR and GPR. This statistical validation supports the robustness of our models and confirms that they are neither overfitting nor underfitting the data."	B_Better	Copilot good here (numerics and math no but good in geenral for expalinign)	2026-01-29T16:22:57.959801
